,ProteinID,GeneNames,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
368,Q96JH8,RADIL,0,0,0,0,0,0,0,0,0,0,0,0
369,P51148,RAB5C,0,0,0,0,0,0,0,0,0,1,0,0
370,Q02833,RASSF7,0,0,0,0,0,0,0,0,0,0,0,0
371,P98175,RBM10,0,0,0,0,0,1,0,0,0,0,0,1
372,Q9P1G2,RBM12B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
373,Q92698,RAD54L,0,0,1,0,0,0,0,0,1,1,0,0
374,Q9NS91,RAD18,0,0,1,0,0,0,0,0,1,1,0,0
375,Q9NP72,RAB18,0,0,0,0,0,0,0,0,0,1,0,0
376,Q9UJ41,RABGEF1,0,0,0,0,0,0,0,0,0,0,0,0
377,Q9UBK7,RABL2A,0,0,0,0,0,0,0,0,0,1,0,0
378,Q96H35,RBM18,0,0,0,0,0,1,0,0,0,0,0,0
379,O15541,RNF113A,0,0,0,0,0,0,0,0,1,1,0,0
380,Q7Z6E9,RBBP6,0,0,0,0,0,0,0,0,1,1,0,0
381,P28749,RBL1,1,0,0,0,0,0,0,0,0,0,0,0
382,P20936,RASA1,0,0,0,0,0,0,0,0,1,1,0,0
383,O75452,RDH16,0,1,0,0,0,0,0,0,1,1,0,0
384,Q9HBD1,RC3H2,0,0,0,0,0,1,0,0,1,1,0,0
385,P48382,RFX5,1,0,1,0,0,0,0,0,1,0,0,0
386,O14827,RASGRF2,0,0,0,0,0,0,0,0,0,0,0,0
387,Q9UNA1,ARHGAP26,0,0,0,0,0,0,0,0,1,0,0,1
388,O43182,ARHGAP6,0,0,0,0,0,0,0,0,1,0,0,0
389,O14559,ARHGAP33,0,0,0,0,0,0,0,0,1,0,0,0
390,Q15669,RHOH,0,0,0,0,0,0,0,0,0,1,0,1
391,Q9H4E5,RHOJ,0,0,0,0,0,0,0,0,0,1,0,0
392,Q96L33,RHOV,0,0,0,0,0,0,0,0,0,1,0,0
393,Q9ULI2,RIMKLB,0,0,0,0,0,0,0,0,1,1,0,0
394,Q9NRR4,DROSHA,0,0,0,0,0,1,0,0,1,0,0,1
395,O43567,RNF13,0,1,0,0,0,0,0,0,1,1,0,0
396,Q96BH1,RNF25,0,0,0,0,0,0,0,0,1,1,0,0
397,Q9BY78,RNF26,0,1,0,0,0,0,0,0,1,1,0,0
398,P26373,RPL13,0,0,0,0,0,0,0,0,0,0,0,0
399,P84098,RPL19,0,0,0,0,0,0,0,0,0,0,0,0
400,O76021,RSL1D1,0,0,0,0,0,0,0,0,0,0,0,0
401,Q2M1Z3,ARHGAP31,0,0,0,0,0,0,0,0,1,0,0,0
402,O00212,RHOD,0,0,0,0,0,0,0,0,0,1,0,0
403,Q53QZ3,ARHGAP15,0,0,0,0,0,0,0,0,1,0,0,0
404,Q5UIP0,RIF1,0,0,0,0,0,0,0,0,0,0,0,0
405,A6NNM3,RIMBP3B,0,0,0,0,0,0,0,0,0,0,0,0
406,Q9NWU5,MRPL22,0,0,0,0,0,0,0,0,0,0,0,0
407,Q99496,RNF2,1,0,0,0,0,0,0,0,1,1,0,0
408,Q9UJD0,RIMS3,0,0,0,0,0,0,0,0,0,0,0,0
409,Q9H426,RIMS4,0,0,0,0,0,0,0,0,0,0,0,0
410,Q9P0M9,MRPL27,0,0,0,0,0,0,0,0,0,0,0,0
411,Q6NUQ1,RINT1,0,0,0,0,0,0,0,0,0,0,0,0
412,Q9BRS2,RIOK1,0,0,0,1,0,0,0,0,1,1,0,0
413,O75394,MRPL33,0,0,0,0,0,0,0,0,0,0,0,0
414,Q9BQ48,MRPL34,0,0,0,0,0,0,0,0,0,0,0,0
415,Q9H6W3,RIOX1,1,0,0,0,0,0,0,0,1,1,0,0
416,Q8IUF8,RIOX2,1,0,0,0,0,0,0,0,1,1,0,0
417,Q9BZE1,MRPL37,0,0,0,0,0,0,0,0,0,0,0,0
418,Q9BRJ2,MRPL45,0,0,0,0,0,0,0,0,0,0,0,0
419,Q9H2W6,MRPL46,0,0,0,0,0,0,0,0,0,1,0,0
420,Q9HD33,MRPL47,0,0,0,0,0,0,0,0,0,0,0,0
421,Q96GC5,MRPL48,0,0,0,0,0,0,0,0,0,0,0,0
422,Q13405,MRPL49,0,0,0,0,0,0,0,0,0,0,0,0
423,Q8N5N7,MRPL50,0,0,0,0,0,0,0,0,0,0,0,0
424,Q4U2R6,MRPL51,0,0,0,0,0,0,0,0,0,0,0,0
425,Q86TS9,MRPL52,0,0,0,0,0,0,0,0,0,0,0,0
426,Q86UA6,RPAIN,0,0,0,0,0,0,0,0,0,0,0,0
427,Q7Z7F7,MRPL55,0,0,0,0,0,0,0,0,0,0,0,0
428,Q5EBL4,RILPL1,0,0,0,0,0,0,0,0,0,0,0,0
429,Q0D2K3,RIPPLY1,1,0,0,0,0,0,0,0,0,0,0,0
430,Q5TAB7,RIPPLY2,0,0,0,0,0,0,0,0,0,0,0,0
431,Q7LG56,RRM2B,0,0,0,0,0,0,0,0,1,1,0,0
432,P23921,RRM1,0,0,0,0,0,0,0,1,1,1,0,0
433,Q9H1E1,RNASE7,0,0,0,0,0,0,0,0,1,1,0,0
434,Q15835,GRK1,0,0,0,1,0,0,0,0,1,1,0,0
435,P62906,RPL10A,0,0,0,0,0,0,0,0,0,0,0,0
436,P52198,RND2,0,0,0,0,0,0,0,0,0,1,0,0
437,Q9Y3C5,RNF11,0,0,0,0,0,0,0,0,0,1,0,0
438,Q9NVW2,RLIM,1,0,0,0,0,0,0,0,1,1,0,0
439,Q9BXT8,RNF17,0,0,0,0,0,0,0,0,0,0,0,0
440,Q9Y225,RNF24,0,1,0,0,0,0,0,0,0,0,0,0
441,Q9BXB4,OSBPL11,0,0,0,0,0,0,0,0,0,0,0,0
442,P39656,DDOST,0,1,0,0,0,0,0,0,1,0,0,0
443,Q5VV17,OTUD1,0,0,0,0,0,0,0,0,1,1,0,0
444,Q9H4L5,OSBPL3,0,0,0,0,0,0,0,0,0,0,0,0
445,Q96BN8,OTULIN,0,0,0,0,0,0,1,0,1,1,0,0
446,Q99572,P2RX7,0,1,0,0,0,0,0,0,0,0,0,0
447,O95747,OXSR1,0,0,0,1,0,0,0,0,1,1,0,0
448,Q8IVL5,P3H2,0,0,0,0,0,0,0,0,1,1,0,0
449,P68402,PAFAH1B2,0,0,0,0,1,0,0,0,1,1,0,0
450,Q15102,PAFAH1B3,0,0,0,0,1,0,0,0,1,1,0,0
451,Q9BY11,PACSIN1,0,0,0,0,0,0,0,0,0,0,0,0
452,Q8NDF8,TENT4B,0,0,1,0,0,0,0,0,1,1,0,0
453,Q5XG87,TENT4A,0,0,0,0,0,0,0,0,1,1,0,0
454,P51003,PAPOLA,0,0,0,0,0,1,0,0,1,1,0,0
455,Q9BWT3,PAPOLG,0,0,0,0,0,1,0,0,1,1,0,0
456,Q5QFB9,PAPPA-AS1,0,1,0,0,0,0,0,0,0,0,0,0
457,Q9BYG5,PARD6B,0,0,0,0,0,0,0,0,0,0,0,0
458,Q53GL7,PARP10,0,0,0,0,0,0,0,0,1,1,0,0
459,Q9H0J9,PARP12,0,0,0,0,0,0,0,0,1,1,0,0
460,Q460N3,PARP15,1,0,0,0,0,0,0,0,1,1,0,0
461,Q8N5Y8,PARP16,0,1,0,0,0,0,0,0,1,1,0,0
462,Q9NWS1,PARPBP,0,0,1,0,0,0,0,0,0,0,0,0
463,P55085,F2RL1,0,1,0,0,0,0,0,0,0,0,0,0
464,Q6UY27,PATE2,0,0,0,0,0,0,0,0,0,0,0,0
465,Q6UWI2,PARM1,0,1,0,0,0,0,0,0,0,0,0,0
466,Q8IV76,PASD1,0,0,0,0,0,0,0,0,0,0,0,0
467,C9JE40,PATL2,0,0,0,0,0,1,0,0,1,0,0,0
468,Q9Y5B6,PAXBP1,1,0,1,0,0,0,0,0,0,0,0,0
469,Q6ZW49,PAXIP1,1,0,0,0,0,0,0,0,0,0,0,0
470,P23759,PAX7,1,0,1,0,0,0,0,0,0,0,0,0
471,Q86U86,PBRM1,1,0,1,0,0,0,0,0,0,0,0,1
472,Q96AQ6,PBXIP1,0,0,0,0,0,0,0,0,0,0,0,0
473,Q7L5N7,LPCAT2,0,1,0,0,1,0,0,0,1,1,0,0
474,P05166,PCCB,0,0,0,0,0,0,0,0,1,1,0,0
475,Q15365,PCBP1,0,0,1,0,0,1,0,0,0,0,0,0
476,Q9Y5I2,PCDHA10,0,1,0,0,0,0,0,0,0,0,0,0
477,Q9Y5I1,PCDHA11,0,1,0,0,0,0,0,0,0,0,0,0
478,Q9Y5F3,PCDHB1,0,1,0,0,0,0,0,0,0,0,0,0
479,P57723,PCBP4,0,0,1,0,0,1,0,0,0,0,0,0
480,Q9Y5E6,PCDHB3,0,1,0,0,0,0,0,0,0,0,0,0
481,Q9Y5E3,PCDHB6,0,1,0,0,0,0,0,0,0,0,0,0
482,Q9UN67,PCDHB10,0,1,0,0,0,0,0,0,0,0,0,0
483,P40426,PBX3,1,0,1,0,0,0,0,0,0,0,0,0
484,Q9Y5H9,PCDHA2,0,1,0,0,0,0,0,0,0,0,0,0
485,Q9H158,PCDHAC1,0,1,0,0,0,0,0,0,0,0,0,0
486,Q9Y5I4,PCDHAC2,0,1,0,0,0,0,0,0,0,0,0,0
487,Q9Y5H0,PCDHGA3,0,1,0,0,0,0,0,0,0,0,0,0
488,Q9Y5G7,PCDHGA6,0,1,0,0,0,0,0,0,0,0,0,0
489,Q9Y5G6,PCDHGA7,0,1,0,0,0,0,0,0,0,0,0,0
490,Q9Y5G5,PCDHGA8,0,1,0,0,0,0,0,0,0,0,0,0
491,O60330,PCDHGA12,0,1,0,0,0,0,0,0,0,0,0,0
492,Q9Y5G3,PCDHGB1,0,1,0,0,0,0,0,0,0,0,0,0
493,Q8NF37,LPCAT1,0,1,0,0,1,0,0,0,1,1,0,0
494,Q9Y5F8,PCDHGB7,0,1,0,0,0,0,0,0,0,0,0,0
495,Q9UN70,PCDHGC3,0,1,0,0,0,0,0,0,0,0,0,0
496,O95206,PCDH8,0,1,0,0,0,0,0,0,0,0,0,0
497,Q9HC56,PCDH9,0,1,0,0,0,0,0,0,0,0,0,0
498,P35227,PCGF2,1,0,1,0,0,0,0,0,0,0,0,0
499,Q9H4Z3,PCIF1,0,0,0,0,0,0,0,0,0,0,0,0
500,Q8WW12,PCNP,0,0,0,0,0,0,0,0,0,0,0,0
501,P48539,PCP4,0,0,0,0,0,0,0,0,0,0,0,0
502,Q9UHG3,PCYOX1,0,0,0,0,0,0,0,0,1,1,0,0
503,Q9BQI7,PSD2,0,1,0,0,0,0,0,0,0,0,0,0
504,Q8NBM8,PCYOX1L,0,0,0,0,0,0,0,0,1,1,0,0
505,Q9NYI0,PSD3,0,0,0,0,0,0,0,0,0,0,0,0
506,Q9Y5Y4,PTGDR2,0,1,0,0,0,0,0,0,0,0,0,0
507,Q9BRP1,PDCD2L,0,0,0,0,0,0,0,0,0,0,0,0
508,Q9Y233,PDE10A,0,0,0,0,0,0,0,1,1,1,0,0
509,Q8WUM4,PDCD6IP,0,0,0,0,0,0,0,0,0,0,0,0
510,Q6L8Q7,PDE12,0,0,0,0,0,0,0,0,1,1,0,0
511,O43924,PDE6D,0,0,0,0,0,0,0,0,0,1,0,0
512,Q13946,PDE7A,0,0,0,0,0,0,0,0,1,1,0,0
513,Q15084,PDIA6,0,0,0,0,0,0,0,0,1,1,0,0
514,P07237,P4HB,0,0,0,0,0,0,0,0,1,1,0,0
515,P30101,PDIA3,0,0,0,0,0,0,0,0,1,1,0,0
516,Q15120,PDK3,0,0,0,1,1,0,0,0,1,1,0,0
517,O00151,PDLIM1,0,0,0,0,0,0,0,0,0,0,0,0
518,Q96JY6,PDLIM2,0,0,0,0,0,0,0,0,0,0,0,0
519,Q8NCN5,PDPR,0,0,0,0,0,0,0,0,0,1,0,0
520,Q9NR12,PDLIM7,0,0,0,0,0,0,0,0,0,0,0,0
521,Q9P0J1,PDP1,0,0,0,0,0,0,0,0,1,1,0,0
522,Q9BRX5,GINS3,0,0,0,0,0,0,0,0,0,0,0,0
523,Q9UQ72,PSG11,0,0,0,0,0,0,0,0,0,0,0,0
524,Q00887,PSG9,0,0,0,0,0,0,0,0,0,0,0,0
525,Q6P996,PDXDC1,0,0,0,0,0,0,0,0,1,1,0,0
526,Q16401,PSMD5,0,0,0,0,0,0,0,0,0,0,0,0
527,Q86UW1,SLC51A,0,1,0,0,0,0,0,0,0,0,0,0
528,Q86UW2,SLC51B,0,1,0,0,0,0,0,0,0,0,0,0
529,P04637,TP53,1,0,1,0,0,0,0,0,1,0,1,1
530,P28070,PSMB4,0,0,0,0,0,0,0,0,1,1,0,0
531,P0C869,PLA2G4B,0,0,0,0,1,0,0,0,1,1,0,0
532,P39877,PLA2G5,0,0,0,0,1,0,0,0,1,0,0,0
533,P14555,PLA2G2A,0,0,0,0,1,0,0,0,1,0,0,0
534,Q9NZK7,PLA2G2E,0,0,0,0,1,0,0,0,1,0,0,0
535,O15496,PLA2G10,0,0,0,0,1,0,0,0,1,1,0,0
536,Q9NZ20,PLA2G3,0,0,0,0,1,0,0,0,1,0,0,0
537,Q13093,PLA2G7,0,0,0,0,1,0,0,0,1,1,0,0
538,P0DN26,PPIAL4F,0,0,0,0,0,0,0,0,1,1,0,0
539,Q86YC2,PALB2,0,0,1,0,0,0,0,0,0,0,0,1
540,Q8WX93,PALLD,0,0,0,0,0,0,0,0,0,0,0,0
541,P05121,SERPINE1,0,0,0,0,0,0,0,0,1,0,0,0
542,Q9NP74,PALMD,0,0,0,0,0,0,0,0,0,0,0,0
543,Q9H074,PAIP1,0,0,0,0,0,0,0,0,0,0,0,0
544,Q9Y536,PPIAL4A,0,0,0,0,0,0,0,0,1,1,0,0
545,P40424,PBX1,1,0,1,0,0,0,0,0,1,0,1,0
546,P40425,PBX2,1,0,1,0,0,0,0,0,0,0,0,0
547,Q15366,PCBP2,0,0,1,0,0,1,0,0,0,0,0,0
548,P57721,PCBP3,0,0,1,0,0,1,0,0,0,0,0,0
549,Q9Y5E7,PCDHB2,0,1,0,0,0,0,0,0,0,0,0,0
550,O14917,PCDH17,0,1,0,0,0,0,0,0,0,0,0,0
551,Q9Y5E1,PCDHB9,0,1,0,0,0,0,0,0,0,0,0,0
552,Q9Y5F2,PCDHB11,0,1,0,0,0,0,0,0,0,0,0,0
553,P16499,PDE6A,0,0,0,0,0,0,0,0,1,1,0,0
554,O95263,PDE8B,0,0,0,0,0,0,0,0,1,1,0,0
555,Q15116,PDCD1,0,1,0,0,0,0,0,0,0,0,0,0
556,Q9BY77,POLDIP3,0,0,0,0,0,1,0,0,0,0,0,0
557,Q14691,GINS1,0,0,0,0,0,0,0,0,1,1,0,0
558,P11464,PSG1,0,0,0,0,0,0,0,0,0,0,0,0
559,P11465,PSG2,0,0,0,0,0,0,0,0,0,0,0,0
560,Q00888,PSG4,0,0,0,0,0,0,0,0,0,0,0,0
561,Q15238,PSG5,0,0,0,0,0,0,0,0,0,0,0,0
562,Q00889,PSG6,0,0,0,0,0,0,0,0,0,0,0,0
563,Q13046,PSG7,0,0,0,0,0,0,0,0,0,0,0,0
564,Q9UQ74,PSG8,0,0,0,0,0,0,0,0,0,0,0,0
565,Q8TAA3,PSMA8,0,0,0,0,0,0,0,0,1,1,0,0
566,Q15008,PSMD6,0,0,0,0,0,0,0,0,0,1,0,0
567,P48556,PSMD8,0,0,0,0,0,0,0,0,0,0,0,0
568,Q8WXF1,PSPC1,1,0,0,0,0,1,0,0,0,0,0,0
569,P11686,SFTPC,0,0,0,0,0,0,0,0,1,0,0,0
570,O15018,PDZD2,0,0,0,0,0,0,0,0,0,0,0,0
571,Q6ZS72,PEAK3,0,0,0,0,0,0,0,0,0,1,0,0
572,P30086,PEBP1,0,0,0,0,0,0,0,0,1,0,0,0
573,Q96S96,PEBP4,0,0,0,0,0,0,0,0,0,0,0,0
574,Q13951,CBFB,0,0,0,0,0,0,0,0,0,0,0,1
575,Q9BY49,PECR,0,0,0,0,1,0,0,0,1,0,0,0
576,Q9H1Q7,PCED1A,0,0,0,0,0,0,0,0,0,0,0,0
577,Q96HM7,PCED1B,0,0,0,0,0,0,0,0,0,0,0,0
578,Q9UBV8,PEF1,0,0,0,0,0,0,0,0,0,0,0,0
579,P34995,PTGER1,0,1,0,0,0,0,0,0,0,0,0,0
580,P43116,PTGER2,0,1,0,0,0,0,0,0,0,0,0,0
581,P43115,PTGER3,0,1,0,0,0,0,0,0,0,0,0,0
582,Q8N2H9,PELI3,0,0,0,0,0,0,0,0,1,1,0,0
583,P0DJD8,PGA3,0,0,0,0,0,0,0,0,1,1,0,0
584,P0DJD7,PGA4,0,0,0,0,0,0,0,0,1,1,0,0
585,Q6ISU1,PTCRA,0,1,0,0,0,0,0,0,0,0,0,0
586,O15534,PER1,1,0,0,0,0,0,0,0,0,0,0,1
587,P22079,LPO,0,0,0,0,0,0,0,0,1,1,0,0
588,Q5SV97,PERM1,1,0,0,0,0,0,0,0,0,0,0,0
589,P05164,MPO,0,0,0,0,0,0,0,0,1,1,0,0
590,O15055,PER2,1,0,0,0,0,0,0,0,1,0,0,0
591,P41222,PTGDS,0,0,0,0,1,0,0,0,1,1,0,0
592,P56645,PER3,1,0,0,0,0,0,0,0,1,0,0,0
593,Q8N4Q0,ZADH2,0,0,0,0,0,0,0,0,1,1,0,0
594,P12272,PTHLH,0,0,0,0,0,0,0,0,1,0,0,0
595,O00628,PEX7,0,0,0,0,0,0,0,0,1,0,0,0
596,Q9NQP4,PFDN4,0,0,0,0,0,0,0,0,0,0,0,0
597,O76083,PDE9A,0,0,0,0,0,0,0,0,1,1,0,0
598,Q8N807,PDILT,0,0,0,0,0,0,0,0,1,1,0,0
599,Q53EL6,PDCD4,0,0,0,0,0,1,0,0,0,0,0,0
600,Q8N165,PDIK1L,0,0,0,1,0,0,0,0,1,1,0,0
601,Q9GZP0,PDGFD,0,0,0,0,0,0,0,0,0,0,0,0
602,Q8N8D1,PDCD7,0,0,0,0,0,0,0,0,0,0,0,0
603,O75475,PSIP1,1,0,1,0,0,0,0,0,0,0,1,0
604,Q99460,PSMD1,0,0,0,0,0,0,0,0,0,0,0,0
605,O43242,PSMD3,0,0,0,0,0,0,0,0,0,0,0,0
606,P55036,PSMD4,0,0,0,0,0,0,0,0,0,0,0,0
607,Q13113,PDZK1IP1,0,1,0,0,0,0,0,0,0,0,0,0
608,A8MUH7,PDZK1P1,0,0,0,0,0,0,0,0,0,0,0,0
609,Q76G19,PDZD4,0,0,0,0,0,0,0,0,0,1,0,0
610,Q9H5P4,PDZD7,0,0,0,0,0,0,0,0,1,0,0,0
611,Q5VY43,PEAR1,0,1,0,0,0,0,0,0,0,0,0,0
612,Q9GZU2,PEG3,0,0,0,0,0,0,0,0,0,0,0,0
613,P35408,PTGER4,0,1,0,0,0,0,0,0,0,0,0,0
614,O60437,PPL,0,0,0,0,0,0,0,0,0,0,0,0
615,P06454,PTMA,0,0,0,0,0,0,0,0,0,0,0,0
616,Q06124,PTPN11,0,0,0,0,0,0,0,0,1,1,1,0
617,Q99952,PTPN18,0,0,0,0,0,0,0,0,1,1,0,0
618,P17706,PTPN2,0,0,0,0,0,0,0,0,1,1,0,0
619,P54829,PTPN5,0,1,0,0,0,0,0,0,1,1,0,0
620,P21246,PTN,0,0,0,0,0,0,0,0,0,0,0,0
621,Q86YD1,PTOV1,1,0,0,0,0,0,0,0,0,0,0,0
622,Q9UHJ9,PGAP2,0,1,0,0,0,0,0,0,1,0,0,0
623,Q96FM1,PGAP3,0,1,0,0,0,0,0,0,1,1,0,0
624,Q96JS3,PGBD1,0,0,0,0,0,0,0,0,0,0,0,0
625,P98160,HSPG2,0,0,0,0,0,0,0,0,1,0,0,0
626,Q96GW7,BCAN,0,0,0,0,0,0,0,0,0,0,0,0
627,Q15257,PTPA,0,0,0,0,0,0,0,0,1,1,0,0
628,P09619,PDGFRB,0,1,0,1,0,0,0,0,1,1,1,0
629,Q32M88,PGGHG,0,0,0,0,0,0,0,0,1,1,0,0
630,P18433,PTPRA,0,1,0,0,0,0,0,0,1,1,0,0
631,P23469,PTPRE,0,1,0,0,0,0,0,0,1,1,0,0
632,P10586,PTPRF,0,1,0,0,0,0,0,0,1,1,0,0
633,P23470,PTPRG,0,1,0,0,0,0,0,0,1,1,0,0
634,Q15262,PTPRK,0,1,0,0,0,0,0,0,1,1,0,1
635,Q16849,PTPRN,1,1,0,0,0,0,0,0,0,0,0,0
636,Q16827,PTPRO,0,1,0,0,0,0,0,0,1,1,0,0
637,Q9UMZ3,PTPRQ,0,1,0,0,0,0,0,0,1,1,0,0
638,Q03393,PTS,0,0,0,0,0,0,0,0,1,1,0,0
639,Q96G03,PGM2,0,0,0,0,1,0,0,0,1,1,0,0
640,Q96P68,OXGR1,0,1,0,0,0,0,0,0,0,0,0,0
641,O14753,OVOL1,1,0,1,0,0,0,0,0,0,0,0,0
642,O00110,OVOL3,1,0,0,0,0,0,0,0,0,0,0,0
643,A8CG34,POM121C,0,1,0,0,0,0,0,0,0,0,0,0
644,Q96DU9,PABPC5,0,0,0,0,0,1,0,0,0,0,0,0
645,P0CB38,PABPC4L,0,0,0,0,0,1,0,0,0,0,0,0
646,Q7Z2X7,PAGE2,0,0,0,0,0,0,0,0,0,0,0,0
647,Q86VP3,PACS2,0,0,0,0,0,0,0,0,0,0,0,0
648,Q9ULE6,PALD1,0,0,0,0,0,0,0,0,0,1,0,0
649,Q8NC51,SERBP1,0,0,0,0,0,1,0,0,0,0,0,0
650,Q96RD6,PANX2,0,1,0,0,0,0,0,0,0,0,0,0
651,Q8TE04,PANK1,0,0,0,1,0,0,0,1,1,1,0,0
652,Q6QHF9,PAOX,0,0,0,0,0,0,0,0,1,1,0,0
653,Q5JQF8,PABPC1L2A; PABPC1L2B,0,0,0,0,0,1,0,0,0,0,0,0
654,Q9NRJ5,PAPOLB,0,0,0,0,0,1,0,0,1,1,0,0
655,Q13219,PAPPA,0,0,0,0,0,0,0,0,1,1,0,0
656,Q9BXP8,PAPPA2,0,0,0,0,0,0,0,0,1,1,0,0
657,O43252,PAPSS1,0,0,0,1,0,0,0,1,1,1,0,0
658,Q9HBI0,PARVG,0,0,0,0,0,0,0,0,0,0,0,0
659,O95453,PARN,0,0,0,0,0,1,0,0,1,1,0,0
660,Q9HBE1,PATZ1,1,0,1,0,0,0,0,0,0,0,0,0
661,Q9Y6F1,PARP3,0,0,0,0,0,0,0,0,1,1,0,0
662,P49023,PXN,0,0,0,0,0,0,0,0,0,0,0,0
663,Q06710,PAX8,1,0,1,0,0,0,0,0,1,0,0,0
664,O00408,PDE2A,0,0,0,0,0,0,0,0,1,1,0,0
665,Q9NP56,PDE7B,0,0,0,0,0,0,0,0,1,1,0,0
666,P35913,PDE6B,0,0,0,0,0,0,0,0,1,1,0,0
667,P51160,PDE6C,0,0,0,0,0,0,0,0,1,1,0,0
668,P01127,PDGFB,0,0,0,0,0,0,0,0,1,1,1,0
669,Q16342,PDCD2,0,0,1,0,0,0,0,0,0,0,0,0
670,O75340,PDCD6,0,0,0,0,0,0,0,0,0,0,0,0
671,Q13087,PDIA2,0,0,0,0,0,0,0,0,1,1,0,0
672,Q29RF7,PDS5A,0,0,0,0,0,0,0,0,0,0,0,0
673,P52945,PDX1,1,0,1,0,0,0,0,0,1,0,0,0
674,Q9Y248,GINS2,0,0,0,0,0,0,0,0,0,0,0,0
675,Q16557,PSG3,0,0,0,0,0,0,0,0,0,0,0,0
676,Q13200,PSMD2,0,0,0,0,0,0,0,0,0,0,0,0
677,O15172,PSPHP1,0,0,0,0,0,0,0,0,0,1,0,0
678,O60542,PSPN,0,0,0,0,0,0,0,0,0,0,0,0
679,Q9NZ53,PODXL2,0,1,0,0,0,0,0,0,0,0,0,0
680,P01213,PDYN,0,0,0,0,0,0,0,0,1,0,0,0
681,Q9NZ42,PSENEN,0,1,0,0,0,0,1,0,0,0,0,0
682,Q5VVQ6,YOD1,0,0,0,0,0,0,0,0,1,1,0,0
683,Q6IE37,OVOS1,0,0,0,0,0,0,0,0,1,0,0,0
684,Q6IE36,OVOS2,0,0,0,0,0,0,0,0,1,0,0,0
685,Q9H0X9,OSBPL5,0,1,0,0,0,0,0,0,0,0,0,0
686,Q96HA1,POM121,0,1,0,0,0,0,0,0,0,0,0,0
687,Q5VU65,NUP210L,0,1,0,0,0,0,0,0,0,0,0,0
688,Q15072,ZNF146,0,0,1,0,0,0,0,0,0,0,0,0
689,Q8N7R1,POM121L12,0,0,0,0,0,0,0,0,0,0,0,0
690,Q3MJ16,PLA2G4E,0,0,0,0,1,0,0,0,1,1,0,0
691,O60829,PAGE4,0,0,0,0,0,0,0,0,0,0,0,0
692,P11940,PABPC1,0,0,0,0,0,1,0,0,0,0,1,1
693,Q6VY07,PACS1,0,0,0,0,0,0,0,0,1,0,0,0
694,F5H284,PPIAL4D,0,0,0,0,0,0,0,0,1,1,0,0
695,Q8N7H5,PAF1,1,0,0,0,0,0,1,0,0,0,0,0
696,Q9ULR5,PAIP2B,0,0,0,0,0,0,0,0,0,0,0,0
697,P05120,SERPINB2,0,0,0,0,0,0,0,0,1,0,0,0
698,A0A0B4J2A2,PPIAL4C,0,0,0,0,0,0,0,0,1,1,0,0
699,Q7Z2X4,PID1,0,0,0,0,0,0,0,0,0,0,0,0
700,Q9Y6V0,PCLO,0,0,0,0,0,0,0,0,0,0,0,0
701,Q15154,PCM1,0,0,0,0,0,0,0,0,0,0,0,0
702,Q9NV79,PCMTD2,0,0,0,0,0,0,0,0,0,1,0,0
703,Q8IVA1,PCP2,0,0,0,0,0,0,0,0,0,0,0,0
704,Q15113,PCOLCE,0,0,0,0,0,0,0,0,0,0,0,0
705,P42785,PRCP,0,0,0,0,0,0,0,0,1,1,0,0
706,Q9UHG2,PCSK1N,0,0,0,0,0,0,0,0,0,0,0,0
707,Q6UW60,PCSK4,0,1,0,0,0,0,0,0,1,1,0,0
708,P29122,PCSK6,0,0,0,0,0,0,0,0,1,1,0,0
709,Q8NBP7,PCSK9,0,0,0,0,1,0,0,0,1,1,0,0
710,O00231,PSMD11,0,0,0,0,0,0,0,0,0,0,0,0
711,Q9Y5K3,PCYT1B,0,0,0,0,1,0,0,0,1,1,0,0
712,A5PKW4,PSD,0,0,0,0,0,0,0,0,0,0,0,0
713,Q8NDX1,PSD4,0,0,0,0,0,0,0,0,0,0,0,0
714,Q9BUL8,PDCD10,0,0,0,0,0,0,0,0,0,0,0,0
715,Q8N4E4,PDCL2,0,0,0,0,0,0,0,0,0,0,0,0
716,Q9H2J4,PDCL3,0,0,0,0,0,0,0,0,0,0,0,0
717,Q14432,PDE3A,0,1,0,0,0,0,0,0,1,1,0,0
718,Q13370,PDE3B,0,1,0,0,0,0,0,0,1,1,0,0
719,Q9HCR9,PDE11A,0,0,0,0,0,0,0,1,1,1,0,0
720,Q07343,PDE4B,0,0,0,0,0,0,0,0,1,1,0,0
721,Q08493,PDE4C,0,0,0,0,0,0,0,0,1,1,0,0
722,P54750,PDE1A,0,0,0,0,0,0,0,0,1,1,0,0
723,Q08499,PDE4D,0,0,0,0,0,0,0,0,1,1,0,0
724,Q14123,PDE1C,0,0,0,0,0,0,0,0,1,1,0,0
725,O76074,PDE5A,0,0,0,0,0,0,0,1,1,1,0,0
726,O60658,PDE8A,0,0,0,0,0,0,0,0,1,1,0,0
727,P13667,PDIA4,0,0,0,0,0,0,0,0,1,1,0,0
728,Q14554,PDIA5,0,0,0,0,0,0,0,0,1,1,0,0
729,Q9NRA1,PDGFC,0,0,0,0,0,0,0,0,0,0,0,0
730,Q15118,PDK1,0,0,0,1,1,0,0,0,1,1,0,0
