,ProteinID,GeneNames,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
8205,Q9HAB3,SLC52A2,0,1,0,0,0,0,0,0,1,0,0,0
8206,Q9H1V8,SLC6A17,0,1,0,0,0,0,0,0,1,0,0,0
8207,Q695T7,SLC6A19,0,1,0,0,0,0,0,0,1,0,0,0
8208,Q8TBB6,SLC7A14,0,1,0,0,0,0,0,0,0,0,0,0
8209,P0DJI8,SAA1,0,0,0,0,0,0,0,0,1,0,0,0
8210,P0DJI9,SAA2,0,0,0,0,0,0,0,0,1,0,0,0
8211,Q9Y2H2,INPP5F,0,0,0,0,0,0,0,0,1,1,0,0
8212,A6NKF1,SAC3D1,0,0,0,0,0,0,0,0,0,0,0,0
8213,W5XKT8,SPACA6,0,1,0,0,0,0,0,0,0,0,0,0
8214,Q9UBT2,UBA2,0,0,0,0,0,0,0,0,1,1,0,0
8215,Q9NXZ1,SAGE1,0,0,0,0,0,0,0,0,0,0,0,0
8216,O43865,AHCYL1,0,0,0,0,1,1,0,0,0,0,0,0
8217,P23526,AHCY,0,0,0,0,1,0,0,0,1,1,0,0
8218,Q9NSC2,SALL1,1,0,1,0,0,0,0,0,0,0,0,0
8219,Q9BXA9,SALL3,1,0,1,0,0,0,0,0,0,0,0,0
8220,Q96NU1,SAMD11,0,0,0,0,0,0,0,0,0,0,0,0
8221,Q9NSD9,FARSB,0,0,0,0,0,0,0,0,1,1,0,0
8222,Q1RMZ1,BMT2,0,0,0,0,0,0,0,0,1,1,0,0
8223,Q5K651,SAMD9,0,0,0,0,0,0,0,0,1,0,0,0
8224,Q9Y512,SAMM50,0,1,0,0,0,0,0,0,0,0,0,0
8225,O00422,SAP18,1,0,0,0,0,0,0,0,0,1,0,0
8226,Q9Y3Z3,SAMHD1,0,0,0,0,0,0,0,1,1,1,0,0
8227,Q96BY9,SARAF,0,1,0,0,0,0,0,0,0,0,0,0
8228,P43007,SLC1A4,0,1,0,0,0,0,0,0,1,0,0,0
8229,Q9NV23,OLAH,0,0,0,0,1,0,0,0,1,1,0,0
8230,Q9H4B6,SAV1,0,0,0,0,0,0,0,0,0,0,0,0
8231,Q9Y3A5,SBDS,0,0,0,0,0,0,0,0,1,0,0,1
8232,Q9Y2G9,SBNO2,1,0,0,0,0,0,0,0,0,0,0,0
8233,Q6UWP8,SBSN,0,0,0,0,0,0,0,0,0,0,0,0
8234,Q96JE7,SEC16B,0,0,0,0,0,0,0,0,0,0,0,0
8235,Q96IW7,SEC22A,0,1,0,0,0,0,0,0,0,0,0,0
8236,A0PJK1,SLC5A10,0,1,0,0,0,0,0,0,0,0,0,0
8237,P60468,SEC61B,0,1,0,0,0,0,0,0,0,0,0,0
8238,Q9UPN6,SCAF8,0,0,0,0,0,1,0,0,0,0,0,0
8239,Q99884,SLC6A7,0,1,0,0,0,0,0,0,0,0,0,0
8240,Q9HA92,RSAD1,0,0,0,0,0,0,0,0,1,1,0,0
8241,Q92737,RASL10A,0,0,0,0,0,0,0,0,0,1,0,0
8242,Q92681,RSC1A1,1,0,0,0,0,0,0,0,0,0,0,0
8243,A6NIM6,SLC15A5,0,1,0,0,0,0,0,0,0,0,0,0
8244,Q13183,SLC13A2,0,1,0,0,0,0,0,0,0,0,0,0
8245,Q6NT16,SLC18B1,0,1,0,0,0,0,0,0,0,0,0,0
8246,Q9H228,S1PR5,0,1,0,0,0,0,0,0,0,0,0,0
8247,O75751,SLC22A3,0,1,0,0,0,0,0,0,0,0,0,0
8248,P41440,SLC19A1,0,1,0,0,0,0,0,0,0,0,0,0
8249,O60779,SLC19A2,0,1,0,0,0,0,0,0,1,0,0,0
8250,Q9BZV2,SLC19A3,0,1,0,0,0,0,0,0,1,0,0,0
8251,Q8WUG5,SLC22A17,0,1,0,0,0,0,0,0,0,0,0,0
8252,O15245,SLC22A1,0,1,0,0,0,0,0,0,0,0,0,0
8253,A6NK97,SLC22A20P,0,1,0,0,0,0,0,0,0,0,0,0
8254,Q96CQ1,SLC25A36,0,1,0,0,0,0,0,0,0,0,0,0
8255,Q63ZE4,SLC22A10,0,1,0,0,0,0,0,0,0,0,0,0
8256,Q96DW6,SLC25A38,0,1,0,0,0,0,0,0,1,0,0,0
8257,Q8IZD6,SLC22A15,0,1,0,0,0,0,0,0,0,0,0,0
8258,Q96H78,SLC25A44,0,1,0,0,0,0,0,0,0,0,0,0
8259,Q8N413,SLC25A45,0,1,0,0,0,0,0,0,0,0,0,0
8260,Q8N5S1,SLC25A41,0,1,0,0,0,0,0,0,0,0,0,0
8261,Q6Q0C1,SLC25A47,0,1,0,0,0,0,0,0,0,0,0,0
8262,Q8TE54,SLC26A7,0,1,0,0,0,0,0,0,0,0,0,0
8263,Q8NG04,SLC26A10,0,1,0,0,0,0,0,0,0,0,0,0
8264,B4DYI2,SPATA31C2,0,1,0,0,0,0,0,0,0,0,0,0
8265,P0C874,SPATA31D3,0,1,0,0,0,0,0,0,0,0,0,0
8266,Q6ZUB0,SPATA31D4,0,1,0,0,0,0,0,0,0,0,0,0
8267,Q6PCB7,SLC27A1,0,1,0,0,1,0,0,0,1,1,0,0
8268,O14975,SLC27A2,0,1,0,0,1,0,0,0,1,1,0,0
8269,O43511,SLC26A4,0,1,0,0,0,0,0,0,1,0,0,0
8270,Q96G79,SLC35A4,0,1,0,0,0,0,0,0,0,0,0,0
8271,P58743,SLC26A5,0,1,0,0,0,0,0,0,0,0,0,0
8272,O00337,SLC28A1,0,1,0,0,0,0,0,0,0,0,0,0
8273,O43868,SLC28A2,0,1,0,0,0,0,0,0,0,0,0,0
8274,Q9H1N7,SLC35B3,0,1,0,0,0,0,0,0,0,0,0,0
8275,Q9HAS3,SLC28A3,0,1,0,0,0,0,0,0,0,0,0,0
8276,Q99808,SLC29A1,0,1,0,0,0,0,0,0,0,0,0,0
8277,Q8TBE7,SLC35G2,0,1,0,0,0,0,0,0,0,0,0,0
8278,Q8N808,SLC35G3,0,1,0,0,0,0,0,0,0,0,0,0
8279,Q9NTN3,SLC35D1,0,1,0,0,0,0,0,0,0,0,0,0
8280,Q9BZD2,SLC29A3,0,1,0,0,0,0,0,0,1,0,0,0
8281,Q5M8T2,SLC35D3,0,1,0,0,0,0,0,0,0,0,0,0
8282,Q96K37,SLC35E1,0,1,0,0,0,0,0,0,0,0,0,0
8283,Q495N2,SLC36A3,0,1,0,0,0,0,0,0,0,0,0,0
8284,Q9NVC3,SLC38A7,0,1,0,0,0,0,0,0,0,0,0,0
8285,Q8NBW4,SLC38A9,0,1,0,0,0,0,0,0,0,0,0,0
8286,Q92504,SLC39A7,0,1,0,0,0,0,0,0,0,0,0,0
8287,Q8WUX1,SLC38A5,0,1,0,0,0,0,0,0,0,0,0,0
8288,Q9NP94,SLC39A2,0,1,0,0,0,0,0,0,0,0,0,0
8289,Q9NP59,SLC40A1,0,1,0,0,0,0,0,0,1,0,0,0
8290,Q96H72,SLC39A13,0,1,0,0,0,0,0,0,0,0,0,0
8291,Q96JW4,SLC41A2,0,1,0,0,0,0,0,0,0,0,0,0
8292,Q6U841,SLC4A10,0,1,0,0,0,0,0,0,0,0,0,0
8293,Q5BKX6,SLC45A4,0,1,0,0,0,0,0,0,0,0,0,0
8294,Q86VL8,SLC47A2,0,1,0,0,0,0,0,0,0,0,0,0
8295,Q8TDM5,SPACA4,0,0,0,0,0,0,0,0,0,0,0,0
8296,Q96E40,SPACA9,0,0,0,0,0,0,0,0,0,0,0,0
8297,Q96HN2,AHCYL2,0,0,0,0,1,0,0,0,1,1,0,0
8298,Q8N8I0,SAMD12,0,0,0,0,0,0,0,0,0,0,0,0
8299,Q9P1V8,SAMD15,0,0,0,0,0,0,0,0,0,0,0,0
8300,Q8IVG5,SAMD9L,0,0,0,0,0,0,0,0,1,0,0,0
8301,Q6NUJ1,PSAPL1,0,0,0,0,1,0,0,0,0,0,0,0
8302,P07602,PSAP,0,0,0,0,1,0,0,0,1,1,0,0
8303,Q9NR31,SAR1A,0,0,0,0,0,0,0,0,0,1,0,0
8304,Q9BW04,SARG,0,0,0,0,0,0,0,0,0,0,0,0
8305,Q9Y6X3,MAU2,0,0,0,0,0,0,0,0,0,0,0,0
8306,Q6ZMJ2,SCARA5,0,1,0,0,0,0,0,0,0,0,0,0
8307,O95171,SCEL,0,0,0,0,0,0,0,0,0,0,0,0
8308,A0A286YF01,SCYGR7,0,0,0,0,0,0,0,0,0,0,0,0
8309,O15127,SCAMP2,0,1,0,0,0,0,0,0,0,0,0,0
8310,Q9UQR0,SCML2,1,0,0,0,0,0,0,0,0,0,0,0
8311,Q96I15,SCLY,0,0,0,0,0,0,0,0,1,1,0,0
8312,Q6NUK1,SLC25A24,0,1,0,0,0,0,0,0,1,0,0,0
8313,Q9Y5Y9,SCN10A,0,1,0,0,0,0,0,0,1,0,0,0
8314,Q96GD3,SCMH1,1,0,0,0,0,0,0,0,0,0,0,0
8315,Q9UN30,SCML1,1,0,0,0,0,0,0,0,0,0,0,0
8316,Q9GZW5,SCAND2P,0,0,0,0,0,0,0,0,0,0,0,0
8317,Q8IWT1,SCN4B,0,1,0,0,0,0,0,0,1,0,0,0
8318,Q14524,SCN5A,0,1,0,0,0,0,0,0,1,0,0,0
8319,Q9UIL1,SCOC,0,0,0,0,0,0,0,0,0,0,0,0
8320,Q8NBX0,SCCPDH,0,0,0,0,0,0,0,0,1,1,0,0
8321,P62308,SNRPG,0,0,0,0,0,1,0,0,0,0,0,0
8322,Q9HBX9,RXFP1,0,1,0,0,0,0,0,0,0,0,0,0
8323,Q8WXD0,RXFP2,0,1,0,0,0,0,0,0,1,0,0,0
8324,P48443,RXRG,1,0,1,0,0,0,0,0,0,0,0,0
8325,P19793,RXRA,1,0,1,0,0,0,0,0,0,0,0,0
8326,P31151,S100A7,0,0,0,0,0,0,0,0,0,0,0,0
8327,P05109,S100A8,0,0,0,0,0,0,0,0,0,0,0,0
8328,P29377,S100G,0,0,0,0,0,0,0,0,0,0,0,0
8329,P25815,S100P,0,0,0,0,0,0,0,0,0,0,0,0
8330,P23297,S100A1,0,0,0,0,0,0,0,0,0,0,0,0
8331,P55017,SLC12A3,0,1,0,0,0,0,0,0,1,0,0,0
8332,P29034,S100A2,0,0,0,0,0,0,0,0,0,0,0,0
8333,Q9H2X9,SLC12A5,0,1,0,0,0,0,0,0,1,0,0,0
8334,P33763,S100A5,0,0,0,0,0,0,0,0,0,0,0,0
8335,Q9UHW9,SLC12A6,0,1,0,0,0,0,0,0,0,0,0,0
8336,Q9HCY8,S100A14,0,0,0,0,0,0,0,0,0,0,0,0
8337,Q8IY34,SLC15A3,0,1,0,0,0,0,0,0,0,0,0,0
8338,Q9Y2C5,SLC17A4,0,1,0,0,0,0,0,0,0,0,0,0
8339,Q8WWT9,SLC13A3,0,1,0,0,0,0,0,0,0,0,0,0
8340,P21453,S1PR1,0,1,0,0,0,0,0,0,0,0,0,0
8341,Q9BYT1,SLC17A9,0,1,0,0,0,0,0,0,1,0,0,0
8342,O95136,S1PR2,0,1,0,0,0,0,0,0,1,0,0,0
8343,Q9UDX4,SEC14L3,0,0,0,0,0,0,0,0,0,0,0,0
8344,O15244,SLC22A2,0,1,0,0,0,0,0,0,0,0,0,0
8345,O95977,S1PR4,0,1,0,0,0,0,0,0,0,0,0,0
8346,Q9UHA2,SS18L2,0,0,0,0,0,0,0,0,0,0,0,0
8347,Q9H015,SLC22A4,0,1,0,0,0,0,0,0,1,0,0,0
8348,O76082,SLC22A5,0,1,0,0,0,0,0,0,1,0,0,0
8349,Q08357,SLC20A2,0,1,0,0,0,0,0,0,1,0,0,0
8350,Q86SG5,S100A7A,0,0,0,0,0,0,0,0,0,0,0,0
8351,Q5SY68,S100A7L2,0,0,0,0,0,0,0,0,0,0,0,0
8352,Q96BI1,SLC22A18,0,1,0,0,0,0,0,0,1,0,0,0
8353,Q6T423,SLC22A25,0,1,0,0,0,0,0,0,0,0,0,0
8354,Q9BZJ4,SLC25A39,0,1,0,0,0,0,0,0,0,0,0,0
8355,Q8TBP6,SLC25A40,0,1,0,0,0,0,0,0,0,0,0,0
8356,Q3KQZ1,SLC25A35,0,1,0,0,0,0,0,0,0,0,0,0
8357,Q9BXS9,SLC26A6,0,1,0,0,0,0,0,0,0,0,0,0
8358,Q6ZT89,SLC25A48,0,1,0,0,0,0,0,0,0,0,0,0
8359,Q9UHR5,SAP30BP,1,0,0,0,0,0,0,0,0,0,0,0
8360,Q96RN1,SLC26A8,0,1,0,0,0,0,0,0,0,0,0,0
8361,Q86WA9,SLC26A11,0,1,0,0,0,0,0,0,0,0,0,0
8362,Q7LBE3,SLC26A9,0,1,0,0,0,0,0,0,0,0,0,0
8363,Q6ZUB1,SPATA31E1,0,1,0,0,0,0,0,0,0,0,0,0
8364,P0CK96,SLC35E2B,0,1,0,0,0,0,0,0,0,0,0,0
8365,P78382,SLC35A1,0,1,0,0,0,0,0,0,0,0,0,0
8366,Q6P1M0,SLC27A4,0,1,0,0,1,0,0,0,1,1,0,0
8367,Q8TB61,SLC35B2,0,1,0,0,0,0,0,0,0,0,0,0
8368,Q9Y2P4,SLC27A6,0,1,0,0,1,0,0,0,1,1,0,0
8369,Q8N357,SLC35F6,0,1,0,0,0,0,0,0,0,0,0,0
8370,Q969S0,SLC35B4,0,1,0,0,0,0,0,0,0,0,0,0
8371,Q9NQQ7,SLC35C2,0,1,0,0,0,0,0,0,0,0,0,0
8372,P0C7Q6,SLC35G6,0,1,0,0,0,0,0,0,0,0,0,0
8373,Q76EJ3,SLC35D2,0,1,0,0,0,0,0,0,0,0,0,0
8374,Q7RTT9,SLC29A4,0,1,0,0,0,0,0,0,0,0,0,0
8375,Q9H2H9,SLC38A1,0,1,0,0,0,0,0,0,0,0,0,0
8376,A6NNN8,SLC38A8,0,1,0,0,0,0,0,0,1,0,0,0
8377,Q9ULF5,SLC39A10,0,1,0,0,0,0,0,0,0,0,0,0
8378,Q504Y0,SLC39A12,0,1,0,0,0,0,0,0,0,0,0,0
8379,Q6ZMH5,SLC39A5,0,1,0,0,0,0,0,0,1,0,0,0
8380,Q13433,SLC39A6,0,1,0,0,0,0,0,0,0,0,0,0
8381,Q5T1Q4,SLC35F1,0,1,0,0,0,0,0,0,0,0,0,0
8382,Q8TE82,SH3TC1,0,0,0,0,0,0,0,0,0,0,0,0
8383,Q8TF17,SH3TC2,0,0,0,0,0,0,0,0,1,0,0,0
8384,Q9UMX9,SLC45A2,0,1,0,0,0,0,0,0,1,0,0,0
8385,Q8NBS3,SLC4A11,0,1,0,0,0,0,0,0,1,0,0,0
8386,Q7Z3Q1,SLC46A3,0,1,0,0,0,0,0,0,0,0,0,0
8387,P48066,SLC6A11,0,1,0,0,0,0,0,0,0,0,0,0
8388,P48065,SLC6A12,0,1,0,0,0,0,0,0,0,0,0,0
8389,Q9NWF4,SLC52A1,0,1,0,0,0,0,0,0,0,0,0,0
8390,Q9NQ40,SLC52A3,0,1,0,0,0,0,0,0,1,0,0,0
8391,Q96N87,SLC6A18,0,1,0,0,0,0,0,0,0,0,0,0
8392,P18405,SRD5A1,0,1,0,0,0,0,0,0,1,1,0,0
8393,Q9NP91,SLC6A20,0,1,0,0,0,0,0,0,0,0,0,0
8394,P31213,SRD5A2,0,1,0,0,0,0,0,0,1,1,0,0
8395,Q8TCU3,SLC7A13,0,1,0,0,0,0,0,0,0,0,0,0
8396,P61619,SEC61A1,0,1,0,0,0,0,0,0,1,0,0,0
8397,Q96CW6,SLC7A6OS,0,0,0,0,0,0,0,0,0,0,0,0
8398,P35542,SAA4,0,0,0,0,0,0,0,0,1,0,0,0
8399,Q96ER3,SAAL1,0,0,0,0,0,0,0,0,0,0,0,0
8400,Q14151,SAFB2,1,0,1,0,0,1,0,0,0,0,0,0
8401,Q9Y467,SALL2,1,0,1,0,0,0,0,0,0,0,0,0
8402,Q9UJQ4,SALL4,1,0,1,0,0,0,0,0,1,0,1,0
8403,Q9BYL1,SAMD10,0,0,0,0,0,0,0,0,0,0,0,0
8404,Q70HW3,SLC25A26,0,1,0,0,0,0,0,0,1,0,0,0
8405,Q5VXD3,SAMD13,0,0,0,0,0,0,0,0,0,0,0,0
8406,O75446,SAP30,1,0,1,0,0,0,0,0,0,1,0,0
8407,Q9Y6B6,SAR1B,0,0,0,0,0,0,0,0,1,1,0,0
8408,P82979,SARNP,1,0,1,0,0,1,0,0,0,0,0,0
8409,Q6UVJ0,SASS6,0,0,0,0,0,0,0,0,1,0,0,0
8410,Q15020,SART3,0,0,0,0,0,1,0,0,0,0,0,0
8411,Q9NX95,SYBU,0,1,0,0,0,0,0,0,0,0,0,0
8412,Q9Y3V2,RWDD3,0,0,0,0,0,0,0,0,0,0,0,0
8413,Q6NW29,RWDD4,0,0,0,0,0,0,0,0,0,0,0,0
8414,P57060,RWDD2B,0,0,0,0,0,0,0,0,0,0,0,0
8415,Q9H446,RWDD1,0,0,0,0,0,0,0,0,0,0,0,0
8416,Q9Y2B1,RXYLT1,0,1,0,0,0,0,0,0,1,1,0,0
8417,Q15413,RYR3,0,1,0,0,0,0,0,0,0,1,0,0
8418,Q9Y2V3,RAX,1,0,1,0,0,0,0,0,1,0,0,0
8419,Q8N488,RYBP,1,0,1,0,0,0,0,0,0,0,0,0
8420,Q9NUL5,RYDEN,0,0,0,0,0,1,0,0,0,0,0,0
8421,P04271,S100B,0,0,0,0,0,0,0,0,0,0,0,0
8422,P34925,RYK,0,1,0,1,0,0,1,0,1,1,0,0
8423,Q8WXG8,S100Z,0,0,0,0,0,0,0,0,0,0,0,0
8424,P60903,S100A10,0,0,0,0,0,0,0,0,0,0,0,0
8425,P31949,S100A11,0,0,0,0,0,0,0,0,0,0,0,0
8426,P26447,S100A4,0,0,0,0,0,0,0,0,0,0,0,0
8427,P80511,S100A12,0,0,0,0,0,0,0,0,0,0,0,0
8428,A0AV02,SLC12A8,0,1,0,0,0,0,0,0,0,0,0,0
8429,Q8N1F8,STK11IP,0,0,0,0,0,0,0,0,0,0,0,0
8430,P55011,SLC12A2,0,1,0,0,0,0,0,0,0,0,0,0
8431,Q92503,SEC14L1,0,0,0,0,0,0,0,0,0,0,0,0
8432,Q9UDX3,SEC14L4,0,0,0,0,0,0,0,0,0,0,0,0
8433,O43304,SEC14L5,0,0,0,0,0,0,0,0,0,0,0,0
8434,B5MCN3,SEC14L6,0,0,0,0,0,0,0,0,0,0,0,0
8435,Q8TCC7,SLC22A8,0,1,0,0,0,0,0,0,0,0,0,0
8436,Q8N4F4,SLC22A24,0,1,0,0,0,0,0,0,0,0,0,0
8437,Q8IVM8,SLC22A9,0,1,0,0,0,0,0,0,0,0,0,0
8438,A6NKX4,SLC22A31,0,1,0,0,0,0,0,0,0,0,0,0
8439,Q9Y226,SLC22A13,0,1,0,0,0,0,0,0,0,0,0,0
8440,Q9Y267,SLC22A14,0,1,0,0,0,0,0,0,0,0,0,0
8441,Q86VW1,SLC22A16,0,1,0,0,0,0,0,0,0,0,0,0
8442,Q86VD7,SLC25A42,0,1,0,0,0,0,0,0,0,1,0,0
8443,Q8WUT9,SLC25A43,0,1,0,0,0,0,0,0,0,0,0,0
8444,Q6PIV7,SLC25A34,0,1,0,0,0,0,0,0,0,0,0,0
8445,Q96AG3,SLC25A46,0,1,0,0,0,0,0,0,1,0,0,0
8446,Q9Y285,FARSA,0,0,0,0,0,0,0,0,1,1,0,0
8447,Q3SY17,SLC25A52,0,1,0,0,0,0,0,0,0,0,0,0
8448,Q5TZJ5,SPATA31A1,0,1,0,0,0,0,0,0,0,0,0,0
8449,Q5VU36,SPATA31A5,0,1,0,0,0,0,0,0,0,0,0,0
8450,Q9H2B4,SLC26A1,0,1,0,0,0,0,0,0,1,0,0,0
8451,P50443,SLC26A2,0,1,0,0,0,0,0,0,1,0,0,0
8452,P78381,SLC35A2,0,1,0,0,0,0,0,0,1,0,0,0
8453,P40879,SLC26A3,0,1,0,0,0,0,0,0,1,0,0,0
8454,Q5K4L6,SLC27A3,0,1,0,0,1,0,0,0,1,1,0,0
8455,Q14542,SLC29A2,0,1,0,0,0,0,0,0,0,0,0,0
8456,P0C7Q5,SLC35G4,0,1,0,0,0,0,0,0,0,0,0,0
8457,Q96KT7,SLC35G5,0,1,0,0,0,0,0,0,0,0,0,0
8458,L0R6Q1,SLC35A4,0,1,0,0,0,0,0,0,0,0,0,0
8459,Q9NR83,SLC2A4RG,1,0,1,0,0,0,0,0,0,0,0,0
8460,Q6ICL7,SLC35E4,0,1,0,0,0,0,0,0,0,0,0,0
8461,Q8IZM9,SLC38A6,0,1,0,0,0,0,0,0,0,0,0,0
8462,Q6YBV0,SLC36A4,0,1,0,0,0,0,0,0,0,0,0,0
8463,Q96QD8,SLC38A2,0,1,0,0,0,0,0,0,0,0,0,0
8464,Q9HBR0,SLC38A10,0,1,0,0,0,0,0,0,0,0,0,0
8465,Q9C0K1,SLC39A8,0,1,0,0,0,0,0,0,0,0,0,0
8466,Q969I6,SLC38A4,0,1,0,0,0,0,0,0,0,0,0,0
8467,Q9NUM3,SLC39A9,0,1,0,0,0,0,0,0,0,0,0,0
8468,Q9BRY0,SLC39A3,0,1,0,0,0,0,0,0,0,0,0,0
8469,Q8N1S5,SLC39A11,0,1,0,0,0,0,0,0,0,0,0,0
8470,Q8IVJ1,SLC41A1,0,1,0,0,0,0,0,0,0,0,0,0
8471,Q15043,SLC39A14,0,1,0,0,0,0,0,0,1,0,0,0
8472,Q8IY50,SLC35F3,0,1,0,0,0,0,0,0,0,0,0,0
8473,A4IF30,SLC35F4,0,1,0,0,0,0,0,0,0,0,0,0
8474,Q9Y2W3,SLC45A1,0,1,0,0,0,0,0,0,1,0,0,0
8475,Q9H9S3,SEC61A2,0,1,0,0,0,0,0,0,0,0,0,0
8476,Q9Y6R1,SLC4A4,0,1,0,0,0,0,0,0,1,0,0,0
8477,Q96FL8,SLC47A1,0,1,0,0,0,0,0,0,0,0,0,0
8478,Q9BY07,SLC4A5,0,1,0,0,0,0,0,0,0,0,0,0
8479,Q9Y6M7,SLC4A7,0,1,0,0,0,0,0,0,0,0,0,0
8480,Q9NSD5,SLC6A13,0,1,0,0,0,0,0,0,0,0,0,0
8481,Q9UN76,SLC6A14,0,1,0,0,0,0,0,0,0,0,0,0
8482,Q9H2J7,SLC6A15,0,1,0,0,0,0,0,0,0,0,0,0
8483,Q9GZN6,SLC6A16,0,1,0,0,0,0,0,0,0,0,0,0
8484,Q8N1H7,SIX6OS1,0,0,0,0,0,0,0,0,0,0,0,0
8485,Q9NTJ5,SACM1L,0,1,0,0,0,0,0,0,1,1,0,0
8486,Q9NZJ4,SACS,0,0,0,0,0,0,0,0,1,0,0,0
8487,Q9HBV2,SPACA1,0,1,0,0,0,0,0,0,0,0,0,0
8488,Q8IXA5,SPACA3,0,1,0,0,0,0,0,0,0,0,0,0
8489,Q9UBE0,SAE1,0,0,0,0,0,0,0,0,1,0,0,0
8490,Q15424,SAFB,1,0,1,0,0,1,0,0,0,0,0,0
8491,P63162,SNRPN,0,0,0,0,0,1,0,0,0,0,0,0
8492,Q2I0M5,RSPO4,0,0,0,0,0,0,1,0,1,0,0,0
8493,P08865,RPSA,0,0,0,0,0,0,0,0,1,0,0,0
8494,Q9H1X1,RSPH9,0,0,0,0,0,0,0,0,1,0,0,0
8495,Q01196,RUNX1,1,0,1,0,0,0,0,0,1,0,1,1
8496,Q96CM3,RPUSD4,0,0,0,0,0,0,0,0,1,1,0,0
8497,Q13761,RUNX3,1,0,1,0,0,0,0,0,0,0,0,0
8498,Q9Y230,RUVBL2,1,0,0,0,0,0,0,0,1,1,0,0
8499,Q8NG11,TSPAN14,0,1,0,0,0,0,0,0,0,0,0,0
8500,Q9UKR8,TSPAN16,0,1,0,0,0,0,0,0,0,0,0,0
8501,Q96PP4,TSGA13,0,0,0,0,0,0,0,0,0,0,0,0
8502,Q86TV6,TTC7B,0,0,0,0,0,0,0,0,0,0,0,0
8503,Q8TAM2,TTC8,0,0,0,0,0,0,0,0,1,0,0,0
8504,Q96AE7,TTC17,0,0,0,0,0,0,0,0,0,0,0,0
8505,P02766,TTR,0,0,0,0,0,0,0,0,1,0,0,0
8506,P68036,UBE2L3,1,0,0,0,0,0,0,0,1,1,0,0
8507,P63146,UBE2B,0,0,0,0,0,0,0,0,1,1,0,0
8508,F5GYI3,UBAP1L,0,0,0,0,0,0,0,0,0,0,0,0
8509,O14562,UBFD1,0,0,0,0,0,0,0,0,0,0,0,0
8510,Q9Y5Z9,UBIAD1,0,1,0,0,0,0,0,0,1,1,0,0
8511,Q9C0C9,UBE2O,0,0,0,0,0,0,0,0,1,1,0,0
8512,P17480,UBTF,1,0,1,0,0,0,0,0,1,0,0,0
8513,P35544,FAU,0,0,0,0,0,0,0,0,0,0,0,0
8514,Q8N7F7,UBL4B,0,0,0,0,0,0,0,0,0,0,0,0
8515,Q9NPG3,UBN1,0,0,1,0,0,0,0,0,0,0,0,0
8516,Q6ZU65,UBN2,0,0,0,0,0,0,0,0,0,0,0,0
8517,Q9Y2K6,USP20,0,0,0,0,0,0,0,0,1,1,0,0
8518,Q96K76,USP47,0,0,0,0,0,0,0,0,1,1,0,0
8519,Q3LFD5,USP41,0,0,0,0,0,0,0,0,1,1,0,0
8520,Q5T4S7,UBR4,0,1,0,0,0,0,0,0,1,1,0,0
8521,P68543,UBXN2A,0,0,0,0,0,0,0,0,0,0,0,0
8522,Q9NRR5,UBQLN4,0,0,0,0,0,0,0,0,0,0,0,0
8523,Q8IWV7,UBR1,0,0,0,0,0,0,0,0,1,1,0,0
8524,P09936,UCHL1,0,0,0,0,0,0,0,0,1,1,0,0
8525,P55089,UCN,0,0,0,0,0,0,0,0,0,0,0,0
8526,P0C7P4,UQCRFS1P1,0,0,0,0,0,0,0,0,0,1,0,0
8527,P55916,UCP3,0,1,0,0,0,0,0,0,1,0,0,0
8528,Q9BZX2,UCK2,0,0,0,1,0,0,0,0,1,1,0,0
8529,Q96PU4,UHRF2,0,0,1,0,0,0,0,0,1,1,0,0
8530,A0JNW5,UHRF1BP1L,0,0,0,0,0,0,0,0,0,0,0,0
8531,Q9BZM5,ULBP2,0,0,0,0,0,0,0,0,0,0,0,0
8532,Q9BZM4,ULBP3,0,0,0,0,0,0,0,0,0,0,0,0
8533,Q8IYT8,ULK2,0,0,0,1,0,0,0,0,1,1,0,0
8534,Q8IZJ1,UNC5B,0,1,0,0,0,0,0,0,0,0,0,0
8535,A6NJT0,UNCX,1,0,1,0,0,0,0,0,0,0,0,0
8536,C9J7I0,UMAD1,0,0,0,0,0,0,0,0,0,0,0,0
8537,Q53HI1,UNC50,0,1,0,0,0,1,0,0,0,0,0,0
8538,Q70J99,UNC13D,0,0,0,0,0,0,0,0,0,0,0,0
8539,Q9H3U1,UNC45A,0,0,0,0,0,0,0,0,0,0,0,0
8540,Q9H0V1,TMEM168,0,1,0,0,0,0,0,0,0,0,0,0
8541,P16035,TIMP2,0,0,0,0,0,0,0,1,1,0,0,0
8542,Q3ZCQ8,TIMM50,0,1,0,0,0,1,0,0,1,1,0,0
8543,Q969K7,TMEM54,0,1,0,0,0,0,0,0,0,0,0,0
8544,P21580,TNFAIP3,0,0,1,0,0,0,0,1,1,1,0,1
8545,Q5U3C3,TMEM164,0,1,0,0,0,0,0,0,0,0,0,0
8546,Q9Y6G1,TMEM14A,0,1,0,0,0,0,0,0,0,0,0,0
8547,O75509,TNFRSF21,0,1,0,0,0,0,0,0,0,0,0,0
8548,Q4W5G0,TIGD2,0,0,1,0,0,0,0,0,0,0,0,0
8549,Q5BJD5,TMEM41B,0,1,0,0,0,0,0,0,0,0,0,0
8550,Q96JJ7,TMX3,0,1,0,0,0,0,0,0,1,1,0,0
